,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Allen ID,Parent Allen ID,Side,Num Detections,Area µm^2,Perimeter µm
23,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 2.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,2004.3,5909.1,1109,141,0,113.0,278550.0,3038.0
24,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1608.1,5989.4,515,467,0,3.0,1622.0,718.65
25,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 3.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1411.6,4495.2,263,141,0,128.0,257070.8,2810.8
26,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1634.8,4496.5,523,141,0,691.0,851986.6,9954.1
27,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 3.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,2100.3,4516.0,72,141,0,170.0,181605.3,2251.8
28,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 3.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1966.1,4539.3,1109,141,0,139.0,281354.9,3171.3
29,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1546.0,4478.4,515,467,0,144.0,131262.7,2417.6
30,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 4.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1978.6,5185.8,263,141,0,141.0,153176.9,2015.7
31,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,2245.3,5240.0,523,141,0,727.0,671672.2,8393.5
32,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 4.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,2644.2,5295.9,72,141,0,59.0,47285.2,1260.8
33,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 4.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,2551.1,5267.2,1109,141,0,157.0,183711.8,2574.8
34,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2130.8,5264.8,515,467,0,343.0,290929.3,3146.1
35,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 5.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1065.9,5463.6,263,141,0,22.0,106740.3,1690.7
36,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1341.8,5567.4,523,141,0,300.0,890458.1,8730.7
37,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 5.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1636.6,5584.9,1109,141,0,3.0,11602.4,1153.5
38,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1190.0,5656.3,515,467,0,343.0,664143.8,4324.7
39,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1088.1,5264.4,523,141,0,399.0,679438.9,6139.9
40,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 7.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1599.0,5228.3,914,141,0,77.0,72316.7,1387.1
41,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1084.5,5265.0,515,467,0,547.0,848363.8,4949.0
42,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1405.7,6147.1,523,141,0,61.0,605079.6,5218.0
43,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 8.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1821.2,6212.7,914,141,0,31.0,110036.4,1685.8
44,JKAX7.3c_MPOA_1_Scan4.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1376.5,6200.6,515,467,0,165.0,839801.6,4806.7
45,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1558.2,4761.3,523,141,0,71.0,536248.8,4796.6
46,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 1.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1920.8,4732.3,914,141,0,6.0,42495.4,1152.0
47,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1563.6,4680.2,515,467,0,138.0,694406.4,4328.1
48,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1504.3,5967.2,523,141,0,30.0,740480.8,5850.5
49,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1538.5,5983.9,515,467,0,73.0,1091369.2,5632.2
50,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1675.6,4863.9,523,141,0,18.0,587146.0,4889.2
51,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1683.8,4855.0,515,467,0,15.0,930234.3,5145.6
52,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1919.7,5281.6,523,141,0,3.0,465500.0,4390.6
53,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1945.0,5282.5,515,467,0,2.0,731139.3,4529.7
54,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,2154.0,5903.3,523,141,0,,361521.7,3811.6
55,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2075.5,5923.0,515,467,0,,682236.6,4351.8
56,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1746.2,5531.1,523,141,0,,147736.2,2991.8
57,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1735.9,5487.0,515,467,0,,493440.1,3666.0
58,JKAX7.3c_MPOA_2_Scan3.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1876.9,5870.6,515,467,0,,218707.8,2708.3
