,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Allen ID,Parent Allen ID,Side,Num Detections,Area µm^2,Perimeter µm
42,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1734.8,4548.2,523,141,0,527.0,652954.3,6071.9
43,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,2155.1,5089.0,914,141,0,9.0,8134.8,335.95
44,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1675.6,4563.6,515,467,0,530.0,648397.1,4234.6
45,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1437.8,4965.5,523,141,0,455.0,564527.2,5436.1
46,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1949.5,5136.3,914,141,0,33.0,48187.1,1088.7
47,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1468.7,4942.6,515,467,0,373.0,658532.3,4363.1
48,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1195.0,5046.7,523,141,0,390.0,530407.7,4840.4
49,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1660.3,4950.3,914,141,0,19.0,67450.7,1333.8
50,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1264.6,5009.1,515,467,0,424.0,694432.2,4376.3
51,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,2217.5,5419.0,523,141,0,212.0,486623.7,4518.7
52,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 5.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,2720.2,5123.1,914,141,0,7.0,41464.6,1029.5
53,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2293.0,5405.7,515,467,0,245.0,737123.9,4493.9
54,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1891.5,4484.0,523,141,0,135.0,446657.8,4209.2
55,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 6.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,2362.7,3989.5,914,141,0,0.0,3699.4,226.59
56,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1948.7,4530.7,515,467,0,168.0,722645.5,4439.2
57,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1669.7,4570.5,523,141,0,73.0,367664.2,3765.9
58,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1730.5,4657.6,515,467,0,70.0,609328.3,4048.3
59,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1877.7,4940.7,523,141,0,,292520.5,3327.0
60,JKAH28.1f_MPOA_2_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1921.8,5076.3,515,467,0,,503483.1,3667.9
61,JKAH28.1f_MPOA_3_Scan1.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1752.8,4456.2,523,141,0,11.0,143897.9,2183.2
62,JKAH28.1f_MPOA_3_Scan1.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1809.1,4986.0,515,467,0,11.0,340939.4,3002.1
63,JKAH28.1f_MPOA_3_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1470.3,4078.7,523,141,0,3.0,61761.1,1162.7
64,JKAH28.1f_MPOA_3_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1506.2,4804.0,515,467,0,2.0,219944.9,2419.0
65,JKAH28.1f_MPOA_3_Scan1.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1490.1,4647.1,515,467,0,1.0,86764.3,1448.3
