,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Allen ID,Parent Allen ID,Side,Num Detections,Area µm^2,Perimeter µm
17,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 4.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1814.3,4535.6,1109,141,0,96,257784.6,2883.1
18,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1204.3,4609.9,515,467,0,154,281377.7,3286.2
19,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,919.97,5646.3,263,141,0,8,61439.9,1330.5
20,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1219.2,4908.6,523,141,0,369,758523.9,8408.3
21,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,1829.8,5047.6,72,141,0,189,352220.3,3305.0
22,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1601.9,5049.8,1109,141,0,113,265290.9,3012.3
23,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1051.0,4954.3,515,467,0,339,582827.9,4133.4
24,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1110.3,5966.7,263,141,0,2,12180.1,432.94
25,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1393.6,4932.0,523,141,0,344,685888.5,7222.5
26,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,1935.6,4983.3,72,141,0,109,168663.2,2248.3
27,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1770.8,5177.7,1109,141,0,105,184691.0,2646.6
28,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1268.7,4998.2,515,467,0,334,608333.5,4171.7
29,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1072.7,4813.2,523,141,0,369,790621.7,6731.6
30,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,1616.7,5065.7,72,141,0,21,32565.9,1060.3
31,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1426.4,5374.6,1109,141,0,20,93018.0,1903.2
32,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,941.71,4860.9,515,467,0,294,702600.0,4402.6
33,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1178.9,5217.9,523,141,0,348,792102.5,6724.8
34,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1602.6,5898.4,1109,141,0,5,6354.9,552.2
35,JKAH28.1g_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1105.4,5234.6,515,467,0,401,761956.4,4559.6
36,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1258.7,5277.4,523,141,0,262,636492.9,6111.9
37,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 1.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1679.5,4402.7,914,141,0,11,21572.9,536.51
38,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1219.4,5172.2,515,467,0,445,767698.3,4714.0
39,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1486.8,5196.1,523,141,0,145,537944.4,4992.8
40,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1893.2,4859.3,914,141,0,31,82818.8,1515.2
41,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1497.2,5124.0,515,467,0,380,868266.3,5006.6
42,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1435.1,5148.9,523,141,0,133,549183.4,4846.0
43,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1892.0,4990.3,914,141,0,46,95418.8,1611.1
44,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1466.4,4967.3,515,467,0,558,987330.5,5263.9
45,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1057.3,5159.0,523,141,0,108,477847.4,4307.1
46,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1484.5,5447.3,914,141,0,12,42398.4,1059.0
47,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1089.9,5096.0,515,467,0,263,838804.9,4871.3
48,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1417.6,5140.6,523,141,0,77,385271.4,3813.7
49,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1469.3,4990.3,515,467,0,233,723051.8,4425.9
50,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1167.4,5144.7,523,141,0,64,304068.6,3429.0
51,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1205.4,4966.2,515,467,0,190,625051.3,4125.3
52,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1323.0,5677.7,523,141,0,17,189048.7,2860.3
53,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1289.3,5231.1,515,467,0,94,463169.4,3504.3
54,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1525.3,6094.5,523,141,0,0,66398.0,1323.1
55,JKAH28.1g_MPOA_2_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1559.4,5268.2,515,467,0,75,308342.3,2857.0
56,JKAH28.1g_MPOA_3_Scan1.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1684.7,5219.1,515,467,0,24,109623.1,1732.3
