,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Allen ID,Parent Allen ID,Side,Num Detections,Area µm^2,Perimeter µm
35,JKAX4.3e_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,2019.6,5153.2,1109,141,0,103,109679.6,2069.2
36,JKAX4.3e_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1545.5,5017.5,515,467,0,491,390428.4,3349.4
37,JKAX4.3e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,962.36,5797.7,263,141,0,0,747.52,104.38
38,JKAX4.3e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1227.6,4874.6,523,141,0,577,745652.4,6355.8
39,JKAX4.3e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1567.9,5619.4,1109,141,0,5,10225.6,624.2
40,JKAX4.3e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1112.2,4855.6,515,467,0,662,598650.4,4089.0
41,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1545.9,4633.1,523,141,0,541,639488.4,5968.4
42,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1467.0,4614.3,515,467,0,602,613018.3,4203.9
43,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1112.7,4785.4,523,141,0,489,605295.9,5812.0
44,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 2.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1616.7,4718.9,914,141,0,65,61960.3,1276.4
45,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1105.2,4774.3,515,467,0,684,751339.4,4672.7
46,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1133.6,4965.3,523,141,0,262,572028.5,5073.9
47,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 3.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1681.0,4967.3,914,141,0,67,78522.4,1424.6
48,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1223.2,4962.2,515,467,0,409,719127.4,4620.9
49,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1083.2,5143.1,523,141,0,97,501708.1,4535.6
50,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 4.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1539.5,5166.6,914,141,0,18,45767.0,1098.1
51,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1148.2,5122.8,515,467,0,229,673725.3,4338.1
52,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1675.7,5039.2,523,141,0,139,430898.9,4157.2
53,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1735.2,5045.2,515,467,0,319,638612.4,4230.3
54,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1518.3,5379.7,523,141,0,132,364116.6,3770.9
55,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1602.6,5345.1,515,467,0,407,563580.5,3967.2
56,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1589.0,5409.1,523,141,0,78,275819.2,3151.5
57,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1629.8,5351.0,515,467,0,147,458169.1,3492.0
58,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1474.5,5203.5,523,141,0,41,158326.6,2560.8
59,JKAX4.3e_MPOA_2_Scan3.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1504.2,5036.1,515,467,0,67,330276.2,2942.1
60,JKAX4.3e_MPOA_3_Scan5.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1828.7,5667.1,515,467,0,56,203876.3,2315.9
61,JKAX4.3e_MPOA_3_Scan5.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2122.2,5691.3,515,467,0,12,85290.9,1496.1
