,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Allen ID,Parent Allen ID,Side,Num Detections,Area µm^2,Perimeter µm
48,JKAX7.3b_MPOA_2_Scan2.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1983.7,4844.9,515,467,0,801,728148.1,4507.1
49,JKAX7.3b_MPOA_2_Scan2.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1985.1,4287.8,523,141,0,270,421295.4,4178.1
50,JKAX7.3b_MPOA_2_Scan2.qptiff - resolution #1_Region 7.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,2434.8,4372.5,914,141,0,23,46373.5,1110.7
51,JKAX7.3b_MPOA_2_Scan2.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2053.2,4264.7,515,467,0,416,615747.3,4255.8
52,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1615.9,4985.4,523,141,0,95,305474.0,3330.5
53,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1652.5,5020.6,515,467,0,318,533896.3,3802.6
54,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1806.5,5137.9,523,141,0,95,242270.2,2953.8
55,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1838.7,5139.6,515,467,0,187,429999.9,3372.6
56,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1580.0,5206.3,523,141,0,36,127272.2,2388.9
57,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1594.1,5214.3,515,467,0,122,298096.8,2797.3
58,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1318.1,5176.5,515,467,0,36,151053.6,2017.8
59,JKAX7.3b_MPOA_3_Scan4.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2422.1,5818.4,515,467,0,11,49398.3,1169.3
