,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Allen ID,Parent Allen ID,Side,Area µm^2,Perimeter µm,Num Detections
21,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,1994.7,4732.9,72.0,141.0,0.0,262424.5,2686.1,284.0
22,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1817.0,4735.2,1109.0,141.0,0.0,238404.5,2793.5,338.0
23,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 4.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1434.0,4905.6,263.0,141.0,0.0,285277.8,3003.0,305.0
24,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1611.1,4917.4,523.0,141.0,0.0,518797.1,8560.1,556.0
25,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 4.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,2041.6,4943.3,72.0,141.0,0.0,202586.4,2337.9,187.0
26,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 4.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1906.8,4929.9,1109.0,141.0,0.0,243517.3,2870.2,227.0
27,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1322.3,5329.3,263.0,141.0,0.0,182502.6,2257.4,265.0
28,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1523.6,5316.3,523.0,141.0,0.0,536045.5,7835.0,733.0
29,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,1933.6,5278.1,72.0,141.0,0.0,114330.5,1803.8,129.0
30,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1823.5,5277.9,1109.0,141.0,0.0,199627.3,2535.6,196.0
31,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1445.7,5333.3,515.0,467.0,0.0,53576.1,1766.8,119.0
32,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1022.5,4787.0,263.0,141.0,0.0,147088.1,1998.7,167.0
33,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1254.9,4801.1,523.0,141.0,0.0,599162.8,8238.1,837.0
34,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Anterodorsal preoptic nucleus,ADP,Periventricular region,Geometry,1564.3,4815.5,72.0,141.0,0.0,4457.7,414.23,9.0
35,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1523.7,4810.8,1109.0,141.0,0.0,155066.5,2415.5,165.0
36,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1163.3,4803.2,515.0,467.0,0.0,232748.1,2754.0,472.0
37,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,940.2,5102.8,263.0,141.0,0.0,112774.1,1734.6,117.0
38,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1242.2,5101.0,523.0,141.0,0.0,763876.7,8101.9,1048.0
39,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Parastrial nucleus,PS,Periventricular region,Geometry,1525.9,5110.6,1109.0,141.0,0.0,7640.2,866.97,5.0
40,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1097.6,5085.7,515.0,467.0,0.0,551025.2,3929.5,1066.0
41,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1394.9,4773.8,523.0,141.0,0.0,518606.6,6146.7,756.0
42,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Anteroventral preoptic nucleus,AVP,Periventricular region,Geometry,1147.7,4746.0,263.0,141.0,0.0,23480.1,808.82,24.0
43,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1755.6,4804.2,914.0,141.0,0.0,56.9,77.37,0.0
44,JKAH24.1e_MPOA_1_Scan1.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1313.4,4791.0,515.0,467.0,0.0,460969.2,3646.1,933.0
45,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1359.1,4772.9,523.0,141.0,0.0,633440.3,6200.2,537.0
46,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 1.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1780.6,4844.7,914.0,141.0,0.0,92209.8,1621.1,127.0
47,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1328.4,4816.0,515.0,467.0,0.0,1048951.2,5626.7,1775.0
48,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1973.3,5182.6,523.0,141.0,0.0,621779.8,5335.9,401.0
49,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,2421.5,5133.3,914.0,141.0,0.0,106266.9,1696.6,79.0
50,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1999.0,5211.3,515.0,467.0,0.0,1036708.4,5328.8,1047.0
51,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1115.9,4939.3,523.0,141.0,0.0,541612.2,4849.4,540.0
52,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1551.7,4993.1,914.0,141.0,0.0,37457.7,1090.5,36.0
53,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1173.6,4946.2,515.0,467.0,0.0,778837.9,4632.4,914.0
54,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1345.0,4911.2,523.0,141.0,0.0,594743.7,4997.5,435.0
55,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1438.8,4913.8,515.0,467.0,0.0,813120.7,4699.9,877.0
56,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1326.2,4977.2,523.0,141.0,0.0,461097.0,4287.3,295.0
57,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1388.9,5007.3,515.0,467.0,0.0,756453.9,4569.8,728.0
58,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1949.8,5065.2,523.0,141.0,0.0,400974.2,4068.0,153.0
59,JKAH24.1e_MPOA_2_Scan1.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2003.2,5129.8,515.0,467.0,0.0,767060.8,4815.9,695.0
