,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Allen ID,Parent Allen ID,Side,Num Detections,Area µm^2,Perimeter µm
41,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 1.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1404.1,5001.3,515,467,0,464,642896.7,4277.1
42,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 10.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2398.9,5010.0,515,467,0,42,123855.7,1823.4
43,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1589.4,4157.7,523,141,0,417,630049.9,5964.9
44,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 2.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,2062.8,4222.7,914,141,0,29,43880.4,1069.4
45,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 2.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1582.7,4133.7,515,467,0,568,719687.4,4522.8
46,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1424.6,4806.8,523,141,0,432,620336.7,5269.4
47,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 3.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,1951.7,4829.0,914,141,0,60,86134.1,1494.1
48,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 3.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1500.4,4785.0,515,467,0,550,781370.4,4694.6
49,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1686.9,4575.0,523,141,0,274,550483.6,4752.5
50,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 4.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1719.0,4449.5,515,467,0,662,957577.9,5136.1
51,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 5.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1853.2,4915.3,515,467,0,132,288690.3,2752.2
52,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1914.8,4330.2,523,141,0,453,626303.1,5321.2
53,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 6.ome.tif,Posterodorsal preoptic nucleus,PD,Periventricular region,Geometry,2535.9,4435.9,914,141,0,33,69710.9,1391.6
54,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 6.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2020.8,4308.8,515,467,0,633,858812.6,5319.4
55,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1976.6,4720.4,523,141,0,79,268205.5,3177.3
56,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 7.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2023.1,4720.3,515,467,0,288,494162.3,3632.7
57,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,2059.1,4427.7,523,141,0,125,386969.2,3824.9
58,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 8.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,2137.9,4417.6,515,467,0,322,640420.0,4218.6
59,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 9.ome.tif,Medial preoptic area,MPO,Periventricular region,Geometry,1859.3,5162.2,523,141,0,138,530371.2,4568.7
60,JKAX6.2h_MPOA_0_Scan2.qptiff - resolution #1_Region 9.ome.tif,Medial preoptic nucleus,MPN,Hypothalamic medial zone,Geometry,1947.4,5121.6,515,467,0,352,855163.7,4902.6
